Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,Crash Year,Crash Month,Day of Week,Time of Day,Hour of Day,Illumination,Weather,Road Condition,Collision Type,Fatality Count,Injury Count,Arrival Time,Dispatch Time,Vehicle Count,Automobile Count,Motorcycle Count,Bus Count,Small Truck Count,Heavy Truck Count,SUV Count,Van Count,Bicycle Count,Pedestrian Count,Latitude (Decimal),Longitude (Decimal),Speeding Related,Aggressive Driving
2017009286,46,Montgomery,46220,Upper Merion Twp,2017,1,1,1122,11,Daylight,Rain,Wet,Hit pedestrian,0,1,1123,1122,1,0,0,0,0,0,1,0,0,1,40.0903,-75.3596,No,Yes
2017127716,46,Montgomery,46220,Upper Merion Twp,2017,11,5,1718,17,Dark street lights,No adverse conditions,Dry,Angle,0,4,1724,1718,3,0,0,0,1,0,0,2,0,0,40.107,-75.3512,No,Yes
2017081790,46,Montgomery,46220,Upper Merion Twp,2017,8,5,1507,15,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1513,1508,1,0,0,0,0,0,1,0,0,0,40.087,-75.331,No,No
2017056355,46,Montgomery,46220,Upper Merion Twp,2017,5,3,1756,17,Daylight,No adverse conditions,Wet,Rear-end,0,0,1806,1758,3,2,0,0,0,0,1,0,0,0,40.0812,-75.3873,Yes,Yes
2017070756,46,Montgomery,46220,Upper Merion Twp,2017,6,7,250,2,Dark no street lights,Rain,Wet,Rear-end,0,0,310,250,2,2,0,0,0,0,0,0,0,0,40.0784,-75.3744,Yes,Yes
2017009930,46,Montgomery,46220,Upper Merion Twp,2017,1,1,420,4,Dark unknown roadway lighting,Rain,Wet,Hit fixed object,0,1,422,421,1,1,0,0,0,0,0,0,0,0,40.0915,-75.3562,No,No
2017130417,46,Montgomery,46220,Upper Merion Twp,2017,12,7,0,0,Dark no street lights,No adverse conditions,Dry,Hit fixed object,0,1,12,2,1,1,0,0,0,0,0,0,0,0,40.0967,-75.4183,No,No
2017040551,46,Montgomery,46220,Upper Merion Twp,2017,4,5,230,2,Dark no street lights,No adverse conditions,Dry,Head-on,0,1,238,236,2,0,0,0,0,1,1,0,0,0,40.068,-75.3404,No,Yes
2017019695,46,Montgomery,46220,Upper Merion Twp,2017,2,4,1707,17,Dusk,No adverse conditions,Dry,Hit fixed object,0,2,1713,1707,1,0,0,0,0,0,0,1,0,0,40.0809,-75.386,Yes,Yes
2017057363,46,Montgomery,46220,Upper Merion Twp,2017,5,1,1404,14,Daylight,No adverse conditions,Dry,Rear-end,0,1,1417,1406,4,2,0,0,0,0,2,0,0,0,40.0778,-75.3717,No,Yes
2017037208,46,Montgomery,46220,Upper Merion Twp,2017,4,4,1323,13,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1338,1323,1,1,0,0,0,0,0,0,0,0,40.0842,-75.3962,No,No
2017132400,46,Montgomery,46220,Upper Merion Twp,2017,9,6,2305,23,Dark street lights,No adverse conditions,Dry,Backing,0,0,2309,2305,3,1,0,0,2,0,0,0,0,0,40.0676,-75.3392,No,No
2017098182,46,Montgomery,46220,Upper Merion Twp,2017,9,7,6,0,Dark no street lights,No adverse conditions,Dry,Angle,0,0,8,6,2,0,0,0,1,0,0,1,0,0,40.0969,-75.4177,No,Yes
2017049858,46,Montgomery,46220,Upper Merion Twp,2017,5,3,1255,12,Daylight,No adverse conditions,Dry,Rear-end,0,0,1327,1256,2,1,0,0,0,0,1,0,0,0,40.0648,-75.3307,Yes,Yes
2017111928,46,Montgomery,46220,Upper Merion Twp,2017,10,3,1215,12,Daylight,No adverse conditions,Dry,Rear-end,0,0,1220,1215,2,2,0,0,0,0,0,0,0,0,40.1037,-75.3958,No,No
2017034137,46,Montgomery,46220,Upper Merion Twp,2017,3,2,1750,17,Daylight,No adverse conditions,Dry,Rear-end,0,1,1756,1751,3,2,0,0,0,0,1,0,0,0,40.0947,-75.3625,No,Yes
2017080979,46,Montgomery,46220,Upper Merion Twp,2017,7,6,916,9,Daylight,Rain,Wet,Angle,0,1,927,916,2,1,0,0,0,1,0,0,0,0,40.0875,-75.3637,Yes,Yes
2017051984,46,Montgomery,46220,Upper Merion Twp,2017,5,2,835,8,Daylight,Rain,Wet,Angle,0,0,849,836,2,0,0,0,0,0,1,1,0,0,40.102,-75.3794,Yes,Yes
2017028183,46,Montgomery,46220,Upper Merion Twp,2017,3,3,2355,23,Dark street lights,No adverse conditions,Ice Patches,Hit pedestrian,0,1,2,2,1,0,0,0,0,0,1,0,0,1,40.0931,-75.3678,No,No
2017070919,46,Montgomery,46220,Upper Merion Twp,2017,7,2,1411,14,Daylight,No adverse conditions,Dry,Rear-end,0,0,1418,1411,2,1,0,0,0,0,1,0,0,0,40.083,-75.3826,No,Yes
2017030283,46,Montgomery,46220,Upper Merion Twp,2017,3,7,1705,17,Daylight,No adverse conditions,Dry,Rear-end,0,1,1740,1705,3,2,0,0,0,0,1,0,0,0,40.0774,-75.37,No,Yes
2017039468,46,Montgomery,46220,Upper Merion Twp,2017,4,1,2002,20,Dark street lights,No adverse conditions,Dry,Angle,0,2,2010,2004,2,1,0,0,0,0,1,0,0,0,40.0776,-75.405,No,Yes
2018004154,46,Montgomery,46220,Upper Merion Twp,2017,12,7,826,8,Dawn,Snow,Ice,Hit fixed object,0,0,834,834,1,1,0,0,0,0,0,0,0,0,40.0765,-75.3658,Yes,Yes
2017100228,46,Montgomery,46220,Upper Merion Twp,2017,6,4,1602,16,Daylight,No adverse conditions,Dry,Rear-end,0,0,1625,1602,3,0,0,0,1,0,2,0,0,0,40.0824,-75.3917,Yes,Yes
2018001109,46,Montgomery,46220,Upper Merion Twp,2017,12,6,1456,14,Daylight,No adverse conditions,Dry,Backing,0,0,1520,1506,2,1,0,0,0,0,1,0,0,0,40.0889,-75.3977,No,No
2017103779,46,Montgomery,46220,Upper Merion Twp,2017,10,1,1205,12,Daylight,Rain,Wet,Angle,0,1,1510,1205,2,2,0,0,0,0,0,0,0,0,40.0857,-75.4021,No,Yes
2017067567,46,Montgomery,46220,Upper Merion Twp,2017,6,2,1839,18,Daylight,No adverse conditions,Dry,Rear-end,0,0,1849,1839,3,3,0,0,0,0,0,0,0,0,40.0751,-75.3539,Yes,Yes
2017059633,46,Montgomery,46220,Upper Merion Twp,2017,6,7,1638,16,Daylight,No adverse conditions,Dry,Angle,0,1,1644,1641,2,2,0,0,0,0,0,0,0,0,40.0865,-75.386,No,Yes
2017104561,46,Montgomery,46220,Upper Merion Twp,2017,10,2,1815,18,Dusk,Rain,Wet,Head-on,0,2,1818,1816,2,1,0,0,0,0,1,0,0,0,40.1056,-75.4067,Yes,Yes
2017083351,46,Montgomery,46220,Upper Merion Twp,2017,8,3,1543,15,Daylight,Rain,Wet,Hit fixed object,0,0,1555,1544,1,0,0,0,0,0,1,0,0,0,40.0613,-75.3424,Yes,Yes
2018011931,46,Montgomery,46220,Upper Merion Twp,2017,12,6,1536,15,Daylight,No adverse conditions,Dry,Rear-end,0,0,1618,1609,4,0,0,0,1,0,2,0,0,0,40.0674,-75.3373,Yes,Yes
2017138490,46,Montgomery,46220,Upper Merion Twp,2017,12,4,222,2,Dark no street lights,No adverse conditions,Dry,Hit fixed object,0,0,224,223,1,1,0,0,0,0,0,0,0,0,40.0677,-75.3397,No,No
2017094151,46,Montgomery,46220,Upper Merion Twp,2017,9,3,1012,10,Daylight,No adverse conditions,Dry,Hit fixed object,0,2,1019,1013,1,0,0,0,1,0,0,0,0,0,40.092,-75.4077,Yes,Yes
2017051878,46,Montgomery,46220,Upper Merion Twp,2017,5,5,1740,17,Daylight,No adverse conditions,Dry,Rear-end,0,1,1751,1748,2,1,0,0,0,0,1,0,0,0,40.0819,-75.3893,No,Yes
2017127679,46,Montgomery,46220,Upper Merion Twp,2017,12,7,1244,12,Daylight,No adverse conditions,Dry,Angle,0,1,1255,1246,4,4,0,0,0,0,0,0,0,0,40.0839,-75.3923,No,Yes
2017057847,46,Montgomery,46220,Upper Merion Twp,2017,5,7,607,6,Dawn,Rain,Water - standing or moving,Hit fixed object,0,0,626,607,1,1,0,0,0,0,0,0,0,0,40.1075,-75.4201,Yes,Yes
2018009867,46,Montgomery,46220,Upper Merion Twp,2017,12,6,1555,15,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,1,1607,1157,2,1,0,0,1,0,0,0,0,0,40.0848,-75.3972,Yes,Yes
2017091124,46,Montgomery,46220,Upper Merion Twp,2017,8,1,1312,13,Daylight,No adverse conditions,Dry,Hit fixed object,0,0,1318,1312,1,1,0,0,0,0,0,0,0,0,40.0793,-75.3681,Yes,Yes
2017045227,46,Montgomery,46220,Upper Merion Twp,2017,4,5,803,8,Daylight,No adverse conditions,Dry,Hit fixed object,0,0,817,804,1,1,0,0,0,0,0,0,0,0,40.0882,-75.3674,No,Yes
2017023248,46,Montgomery,46220,Upper Merion Twp,2017,2,6,815,8,Daylight,No adverse conditions,Dry,Rear-end,0,0,819,815,2,1,0,0,0,0,1,0,0,0,40.0708,-75.3443,Yes,Yes
2017125664,46,Montgomery,46220,Upper Merion Twp,2017,11,1,1650,16,Dark no street lights,No adverse conditions,Dry,Hit fixed object,0,0,1658,1651,1,1,0,0,0,0,0,0,0,0,40.0987,-75.3375,No,No
2017091999,46,Montgomery,46220,Upper Merion Twp,2017,9,1,714,7,Daylight,Rain,Wet,Hit fixed object,0,1,731,714,1,1,0,0,0,0,0,0,0,0,40.0803,-75.3835,Yes,Yes
2017096005,46,Montgomery,46220,Upper Merion Twp,2017,9,7,1434,14,Daylight,No adverse conditions,Dry,Rear-end,0,2,1501,1445,5,2,0,0,0,0,1,2,0,0,40.0772,-75.3692,Yes,Yes
2017129054,46,Montgomery,46220,Upper Merion Twp,2017,11,4,1905,19,Dark no street lights,No adverse conditions,Dry,Rear-end,0,0,1912,1906,3,1,0,0,1,0,0,1,0,0,40.0761,-75.3632,No,Yes
2017113212,46,Montgomery,46220,Upper Merion Twp,2017,10,6,1846,18,Dark no street lights,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1900,1849,3,1,0,0,0,0,0,0,0,0,40.0897,-75.3492,No,Yes
2017101115,46,Montgomery,46220,Upper Merion Twp,2017,9,7,2125,21,Dark street lights,No adverse conditions,Dry,Angle,0,1,2129,2129,2,2,0,0,0,0,0,0,0,0,40.0947,-75.3629,No,Yes
2017017676,46,Montgomery,46220,Upper Merion Twp,2017,2,6,1515,15,Daylight,No adverse conditions,Dry,Rear-end,0,2,1517,1517,5,1,0,0,2,0,1,1,0,0,40.0849,-75.3976,Yes,Yes
2017024778,46,Montgomery,46220,Upper Merion Twp,2017,3,4,558,5,Dark no street lights,Rain,Wet,Rear-end,0,1,614,558,2,1,0,0,0,1,0,0,0,0,40.0908,-75.348,No,Yes
2017108506,46,Montgomery,46220,Upper Merion Twp,2017,10,3,1553,15,Daylight,No adverse conditions,Dry,Rear-end,0,0,1633,1615,2,2,0,0,0,0,0,0,0,0,40.0735,-75.348,Yes,Yes
2017106783,46,Montgomery,46220,Upper Merion Twp,2017,10,1,1921,19,Dark street lights,No adverse conditions,Dry,Hit pedestrian,0,1,1926,1921,1,1,0,0,0,0,0,0,0,1,40.0951,-75.4132,No,No
2017117282,46,Montgomery,46220,Upper Merion Twp,2017,9,2,2057,20,Dark no street lights,No adverse conditions,Dry,Hit fixed object,0,1,2102,2059,1,0,1,0,0,0,0,0,0,0,40.0856,-75.3991,No,No
2017028357,46,Montgomery,46220,Upper Merion Twp,2017,3,4,1558,15,Daylight,Snow,Wet,Rear-end,0,1,1601,1558,4,1,0,1,0,1,1,0,0,0,40.0923,-75.3703,Yes,Yes
2017025978,46,Montgomery,46220,Upper Merion Twp,2017,3,5,942,9,Daylight,No adverse conditions,Dry,Rear-end,0,2,955,955,2,1,0,0,0,0,1,0,0,0,40.0645,-75.3302,Yes,Yes
2017102814,46,Montgomery,46220,Upper Merion Twp,2017,9,1,1725,17,Daylight,No adverse conditions,Dry,Angle,0,1,1730,1728,2,0,0,0,0,0,2,0,0,0,40.0851,-75.3886,No,Yes
2017031465,46,Montgomery,46220,Upper Merion Twp,2017,3,4,819,8,Daylight,No adverse conditions,Dry,Rear-end,0,1,839,819,2,1,0,0,1,0,0,0,0,0,40.088,-75.4114,Yes,Yes
2017054337,46,Montgomery,46220,Upper Merion Twp,2017,5,5,1538,15,Daylight,No adverse conditions,Dry,Rear-end,0,0,1619,1557,2,1,0,0,0,0,1,0,0,0,40.0779,-75.3723,Yes,Yes
2017084654,46,Montgomery,46220,Upper Merion Twp,2017,8,6,1944,19,Daylight,Rain,Wet,Hit fixed object,0,2,1952,1944,3,3,0,0,0,0,0,0,0,0,40.0949,-75.4171,Yes,Yes
2017101405,46,Montgomery,46220,Upper Merion Twp,2017,9,2,1830,18,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1838,1830,2,0,0,0,0,1,1,0,0,0,40.0838,-75.3951,No,Yes
2017032509,46,Montgomery,46220,Upper Merion Twp,2017,3,2,1126,11,Daylight,No adverse conditions,Dry,Rear-end,0,1,1136,1129,2,1,0,0,0,1,0,0,0,0,40.07,-75.3436,Yes,Yes
2017080986,46,Montgomery,46220,Upper Merion Twp,2017,7,4,1708,17,Daylight,No adverse conditions,Dry,Rear-end,0,1,1729,1721,4,3,0,0,0,0,0,0,0,0,40.0771,-75.3693,Yes,Yes
2017136599,46,Montgomery,46220,Upper Merion Twp,2017,12,1,2013,20,Dark street lights,No adverse conditions,Dry,Rear-end,0,0,2025,2020,4,1,0,0,0,0,2,1,0,0,40.083,-75.3935,Yes,Yes
2017099438,46,Montgomery,46220,Upper Merion Twp,2017,9,3,1930,19,Dark street lights,No adverse conditions,Dry,Rear-end,0,1,1933,1931,2,2,0,0,0,0,0,0,0,0,40.1038,-75.3968,No,No
2017110800,46,Montgomery,46220,Upper Merion Twp,2017,10,4,558,5,Dark no street lights,No adverse conditions,Dry,Other or Unknown,0,1,605,559,2,2,0,0,0,0,0,0,0,0,40.0761,-75.3623,No,Yes
2017053045,46,Montgomery,46220,Upper Merion Twp,2017,5,3,1727,17,Daylight,No adverse conditions,Dry,Angle,0,0,1740,1728,3,0,0,0,0,0,2,1,0,0,40.0815,-75.4025,No,Yes
2017047233,46,Montgomery,46220,Upper Merion Twp,2017,5,3,903,9,Daylight,No adverse conditions,Dry,Angle,0,1,912,903,2,1,0,0,0,0,1,0,0,0,40.0858,-75.4022,No,Yes
2017024292,46,Montgomery,46220,Upper Merion Twp,2017,3,1,1811,18,Dusk,No adverse conditions,Dry,Angle,0,1,1825,1815,2,1,0,0,0,0,1,0,0,0,40.0589,-75.3396,No,Yes
2017104021,46,Montgomery,46220,Upper Merion Twp,2017,9,5,536,5,Dark unknown roadway lighting,No adverse conditions,Dry,Rear-end,0,0,1609,1609,2,0,0,0,0,0,2,0,0,0,40.0805,-75.394,Yes,Yes
2017073579,46,Montgomery,46220,Upper Merion Twp,2017,7,2,935,9,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1005,940,2,1,0,0,0,1,0,0,0,0,40.0901,-75.3765,No,Yes
2017040226,46,Montgomery,46220,Upper Merion Twp,2017,3,5,2022,20,Dark street lights,No adverse conditions,Dry,Rear-end,0,0,2059,2024,2,2,0,0,0,0,0,0,0,0,40.0674,-75.3369,No,No
2017103347,46,Montgomery,46220,Upper Merion Twp,2017,10,5,1532,15,Daylight,No adverse conditions,Dry,Rear-end,0,0,1543,1533,2,1,0,0,1,0,0,0,0,0,40.0788,-75.3764,Yes,Yes
2017131110,46,Montgomery,46220,Upper Merion Twp,2017,11,6,1131,11,Daylight,No adverse conditions,Dry,Rear-end,0,0,1141,1133,2,1,0,0,0,0,1,0,0,0,40.0768,-75.3676,No,Yes
2017096236,46,Montgomery,46220,Upper Merion Twp,2017,7,7,1714,17,Daylight,No adverse conditions,Dry,Rear-end,0,2,1720,1716,3,2,0,0,0,0,1,0,0,0,40.0699,-75.3434,Yes,Yes
2017081231,46,Montgomery,46220,Upper Merion Twp,2017,8,2,1000,10,Daylight,Rain,Wet,Angle,0,2,1007,1000,2,1,0,0,0,1,0,0,0,0,40.082,-75.4031,Yes,Yes
2017120418,46,Montgomery,46220,Upper Merion Twp,2017,11,4,1043,10,Daylight,No adverse conditions,Dry,Angle,0,1,1045,1044,2,1,0,0,0,1,0,0,0,0,40.0858,-75.4024,No,Yes
2017061756,46,Montgomery,46220,Upper Merion Twp,2017,6,2,1827,18,Daylight,No adverse conditions,Dry,Rear-end,0,0,1846,1828,2,1,0,0,0,0,1,0,0,0,40.0799,-75.3811,Yes,Yes
2017116693,46,Montgomery,46220,Upper Merion Twp,2017,11,3,1056,10,Daylight,No adverse conditions,Dry,Angle,0,0,1105,1056,2,2,0,0,0,0,0,0,0,0,40.0858,-75.4022,No,No
2017039759,46,Montgomery,46220,Upper Merion Twp,2017,4,4,1557,15,Daylight,No adverse conditions,Dry,Rear-end,0,1,1606,1557,3,1,0,0,0,0,1,1,0,0,40.0753,-75.3555,Yes,Yes
2017103928,46,Montgomery,46220,Upper Merion Twp,2017,10,7,2321,23,Dark unknown roadway lighting,No adverse conditions,Dry,Angle,0,4,2322,2321,2,2,0,0,0,0,0,0,0,0,40.0858,-75.4022,No,Yes
2017033698,46,Montgomery,46220,Upper Merion Twp,2017,3,4,1656,16,Daylight,No adverse conditions,Dry,Angle,0,1,1656,1656,2,1,0,1,0,0,0,0,0,0,40.1087,-75.3982,No,Yes
2017045455,46,Montgomery,46220,Upper Merion Twp,2017,4,1,337,3,Dark street lights,No adverse conditions,Dry,Rear-end,0,1,338,337,3,3,0,0,0,0,0,0,0,0,40.0767,-75.3674,Yes,Yes
2017076727,46,Montgomery,46220,Upper Merion Twp,2017,7,5,946,9,Daylight,No adverse conditions,Dry,Rear-end,0,0,1003,946,3,1,0,0,1,0,0,1,0,0,40.0762,-75.3637,Yes,Yes
2017112230,46,Montgomery,46220,Upper Merion Twp,2017,10,2,1510,15,Daylight,No adverse conditions,Wet,Angle,0,0,1516,1510,2,2,0,0,0,0,0,0,0,0,40.0757,-75.3528,No,Yes
2017032114,46,Montgomery,46220,Upper Merion Twp,2017,3,7,1457,14,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1501,1459,1,1,0,0,0,0,0,0,0,0,40.0875,-75.3457,Yes,Yes
2017123806,46,Montgomery,46220,Upper Merion Twp,2017,11,4,1506,15,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1519,1506,2,0,0,0,1,0,0,0,0,0,40.089,-75.4054,No,Yes
2017014713,46,Montgomery,46220,Upper Merion Twp,2017,2,1,2136,21,Dark street lights,No adverse conditions,Dry,Rear-end,0,1,2141,2137,2,1,0,0,0,0,1,0,0,0,40.0947,-75.3629,No,No
2017133457,46,Montgomery,46220,Upper Merion Twp,2017,12,7,1708,17,Dark street lights,No adverse conditions,Dry,Angle,0,2,1714,1708,3,3,0,0,0,0,0,0,0,0,40.0986,-75.3546,No,Yes
2017120479,46,Montgomery,46220,Upper Merion Twp,2017,11,5,1153,11,Daylight,No adverse conditions,Dry,Rear-end,0,0,1154,1154,3,1,0,0,0,0,2,0,0,0,40.0923,-75.3703,No,No
2017020882,46,Montgomery,46220,Upper Merion Twp,2017,2,2,1100,11,Daylight,No adverse conditions,Dry,Hit fixed object,0,2,1116,1105,2,2,0,0,0,0,0,0,0,0,40.0993,-75.3358,No,No
2017071927,46,Montgomery,46220,Upper Merion Twp,2017,7,5,1940,19,Daylight,Rain,Wet,Hit fixed object,0,0,1942,1941,1,1,0,0,0,0,0,0,0,0,40.076,-75.354,Yes,Yes
2018011933,46,Montgomery,46220,Upper Merion Twp,2017,12,3,1249,12,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1341,1306,2,1,0,0,1,0,0,0,0,0,40.0808,-75.3856,Yes,Yes
2017010789,46,Montgomery,46220,Upper Merion Twp,2017,1,2,2036,20,Dark street lights,No adverse conditions,Dry,Hit fixed object,0,0,2106,2046,1,1,0,0,0,0,0,0,0,0,40.075,-75.3525,No,Yes
2017128688,46,Montgomery,46220,Upper Merion Twp,2017,11,7,31,0,Dark no street lights,No adverse conditions,Dry,Rear-end,0,0,45,33,2,1,0,0,0,1,0,0,0,0,40.0782,-75.3736,Yes,Yes
2017079348,46,Montgomery,46220,Upper Merion Twp,2017,8,4,1418,14,Daylight,Rain,Wet,Rear-end,0,0,1419,1419,2,1,0,0,0,1,0,0,0,0,40.0936,-75.3986,Yes,Yes
2017005829,46,Montgomery,46220,Upper Merion Twp,2017,1,5,805,8,Daylight,No adverse conditions,Wet,Sideswipe (same dir.),0,0,840,811,2,1,0,0,0,0,1,0,0,0,40.0826,-75.3926,No,Yes
2017058571,46,Montgomery,46220,Upper Merion Twp,2017,5,4,1300,13,Daylight,No adverse conditions,Dry,Other or Unknown,0,0,1323,1313,1,0,0,0,0,0,1,0,0,0,40.0897,-75.3747,No,No
2017093203,46,Montgomery,46220,Upper Merion Twp,2017,9,7,1216,12,Daylight,No adverse conditions,Dry,Rear-end,0,0,1225,1218,2,1,0,0,0,0,1,0,0,0,40.0774,-75.3701,Yes,Yes
2017119026,46,Montgomery,46220,Upper Merion Twp,2017,11,2,919,9,Daylight,Rain,Wet,Rear-end,0,1,925,919,2,1,0,0,0,0,1,0,0,0,40.0944,-75.3637,Yes,Yes
2017132614,46,Montgomery,46220,Upper Merion Twp,2017,12,4,2353,23,Dark street lights,Snow,Snow covered,Angle,0,0,2359,2354,2,1,0,0,0,0,0,0,0,0,40.1007,-75.4204,No,No
2017080112,46,Montgomery,46220,Upper Merion Twp,2017,8,1,1218,12,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1224,1219,1,1,0,0,0,0,0,0,0,0,40.1046,-75.3292,No,No
2017104027,46,Montgomery,46220,Upper Merion Twp,2017,10,2,1741,17,Daylight,No adverse conditions,Dry,Rear-end,0,0,1800,1749,3,2,0,0,0,0,1,0,0,0,40.0808,-75.3851,Yes,Yes
2017052762,46,Montgomery,46220,Upper Merion Twp,2017,5,3,13,0,Dark street lights,No adverse conditions,Dry,Other or Unknown,0,0,36,15,1,0,0,0,0,0,1,0,0,0,40.067,-75.3348,No,No
2017059162,46,Montgomery,46220,Upper Merion Twp,2017,6,1,1345,13,Daylight,No adverse conditions,Dry,Rear-end,0,1,1358,1349,2,2,0,0,0,0,0,0,0,0,40.0776,-75.371,Yes,Yes
2017054315,46,Montgomery,46220,Upper Merion Twp,2017,5,5,1643,16,Daylight,No adverse conditions,Dry,Rear-end,0,0,1720,1657,2,1,0,0,0,0,1,0,0,0,40.0842,-75.3962,Yes,Yes
2017076049,46,Montgomery,46220,Upper Merion Twp,2017,7,4,723,7,Daylight,No adverse conditions,Dry,Rear-end,0,1,734,723,2,1,0,0,0,0,1,0,0,0,40.0818,-75.4013,Yes,Yes
2017110795,46,Montgomery,46220,Upper Merion Twp,2017,10,1,626,6,Dark no street lights,Rain,Wet,Non collision,0,0,636,629,1,0,1,0,0,0,0,0,0,0,40.0784,-75.3747,No,Yes
2017089662,46,Montgomery,46220,Upper Merion Twp,2017,8,5,857,8,Daylight,No adverse conditions,Dry,Angle,0,1,857,857,2,0,0,0,1,0,1,0,0,0,40.0935,-75.3619,No,Yes
2017012502,46,Montgomery,46220,Upper Merion Twp,2017,1,2,1448,14,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1451,1449,1,0,0,0,0,1,0,0,0,0,40.1061,-75.4078,No,No
2017067560,46,Montgomery,46220,Upper Merion Twp,2017,6,1,1648,16,Daylight,No adverse conditions,Dry,Rear-end,0,1,1703,1650,3,3,0,0,0,0,0,0,0,0,40.0674,-75.3373,Yes,Yes
2017003277,46,Montgomery,46220,Upper Merion Twp,2017,1,7,228,2,Dark no street lights,No adverse conditions,Dry,Hit fixed object,0,2,233,229,1,0,0,0,0,0,1,0,0,0,40.103,-75.3255,No,No
2017126414,46,Montgomery,46220,Upper Merion Twp,2017,11,4,950,9,Daylight,No adverse conditions,Dry,Rear-end,0,0,957,953,2,0,0,0,1,0,1,0,0,0,40.0783,-75.3742,Yes,Yes
2017029115,46,Montgomery,46220,Upper Merion Twp,2017,3,5,1814,18,Daylight,No adverse conditions,Dry,Angle,0,3,1820,1814,2,1,0,0,1,0,0,0,0,0,40.0723,-75.3332,Yes,Yes
2017095292,46,Montgomery,46220,Upper Merion Twp,2017,9,3,2130,21,Dark street lights,No adverse conditions,Dry,Angle,0,0,2134,2133,2,1,0,0,0,0,0,1,0,0,40.0985,-75.3945,No,Yes
2017121553,46,Montgomery,46220,Upper Merion Twp,2017,11,4,952,9,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,959,954,1,1,0,0,0,0,0,0,0,0,40.0856,-75.3988,Yes,Yes
2017063907,46,Montgomery,46220,Upper Merion Twp,2017,6,4,1546,15,Daylight,No adverse conditions,Dry,Rear-end,0,1,1622,1549,3,1,0,0,0,0,2,0,0,0,40.0705,-75.3441,Yes,Yes
2017071825,46,Montgomery,46220,Upper Merion Twp,2017,3,1,1749,17,Daylight,No adverse conditions,Dry,Sideswipe (same dir.),0,0,1803,1750,2,1,0,0,0,1,0,0,0,0,40.0827,-75.393,No,Yes
2017041827,46,Montgomery,46220,Upper Merion Twp,2017,4,5,1725,17,Daylight,No adverse conditions,Dry,Rear-end,0,2,1732,1732,2,0,0,0,0,0,2,0,0,0,40.0895,-75.3887,No,No
2017093207,46,Montgomery,46220,Upper Merion Twp,2017,9,1,726,7,Daylight,Rain,Wet,Rear-end,0,1,726,726,2,0,0,0,0,0,2,0,0,0,40.0689,-75.3421,No,Yes
2017123769,46,Montgomery,46220,Upper Merion Twp,2017,11,6,1846,18,Dark no street lights,No adverse conditions,Dry,Rear-end,0,2,1903,1848,2,2,0,0,0,0,0,0,0,0,40.1006,-75.3323,No,No
2017100087,46,Montgomery,46220,Upper Merion Twp,2017,9,3,1751,17,Daylight,No adverse conditions,Dry,Rear-end,0,0,1805,1754,2,1,0,0,0,0,1,0,0,0,40.0832,-75.3935,No,Yes
2017134297,46,Montgomery,46220,Upper Merion Twp,2017,12,7,1427,14,Daylight,Snow,Snow covered,Hit fixed object,0,0,1527,1527,3,3,0,0,0,0,0,0,0,0,40.0816,-75.3888,Yes,Yes
2017084634,46,Montgomery,46220,Upper Merion Twp,2017,8,6,1558,15,Daylight,No adverse conditions,Dry,Rear-end,0,2,1605,1600,2,2,0,0,0,0,0,0,0,0,40.098,-75.4185,No,Yes
2017094579,46,Montgomery,46220,Upper Merion Twp,2017,8,7,1110,11,Daylight,No adverse conditions,Dry,Hit fixed object,0,0,1129,1111,1,0,0,0,0,0,1,0,0,0,40.1054,-75.4199,Yes,Yes
2017102643,46,Montgomery,46220,Upper Merion Twp,2017,9,4,2316,23,Dark no street lights,No adverse conditions,Dry,Rear-end,0,0,2327,2318,2,1,0,0,0,0,1,0,0,0,40.0769,-75.3678,Yes,Yes
2017098905,46,Montgomery,46220,Upper Merion Twp,2017,9,6,1603,16,Daylight,No adverse conditions,Dry,Rear-end,0,2,1616,1609,4,2,0,0,1,0,1,0,0,0,40.0993,-75.3358,No,No
2017051269,46,Montgomery,46220,Upper Merion Twp,2017,5,6,1933,19,Daylight,No adverse conditions,Dry,Angle,0,2,1939,1935,3,2,0,0,1,0,0,0,0,0,40.0908,-75.3342,No,Yes
2017059260,46,Montgomery,46220,Upper Merion Twp,2017,4,5,1517,15,Daylight,No adverse conditions,Dry,Hit fixed object,0,1,1532,1517,1,1,0,0,0,0,0,0,0,0,40.1125,-75.4202,No,Yes
2017049008,46,Montgomery,46220,Upper Merion Twp,2017,5,6,630,6,Daylight,No adverse conditions,Dry,Hit fixed object,0,0,644,632,1,1,0,0,0,0,0,0,0,0,40.0756,-75.3573,Yes,Yes
